,original_review,INV review,nonperturbed_label,perturbed_label,true label,pass/fail
2277,Sunshine is a European import set in Hungary between 1880 and 1980 its the epic story of Hungarian Jews the Sonnenschein family This name literally translates to Sunshine The family has humble beginnings then is prosperous becomes upwardly mobile changes its name and hopes to assimilate into Hungarian society so successive generations can advance professionally The story is told through the eyes of the eldest son in each of three generations Ralph Fiennes plays these three roles For those who missed the WWII and the Holocaust in Europe the Sonnenschein approach to life doesnt work out very wellbr  Sunshine is being acclaimed as an artistic success but it is an opportunity missed The story line dominated by world history is predictable and transparent this is reinforced with voice cover narration and newsreel footage The family plot lurches from one predictable event ie the Hapsburgs WWI WWII Fascism Communism etc to the next with little continuity depth or detail The Jewish assimilation theme is unfocused and important subthemes the secret diary and family philosophy that could have given the family character and credibility are l ost until the very end Alternatively the filmmakers provide generation continuity using common themes of incest  infidelitybr  Ralph Fiennes exhibits flashes of brilliance but his performance is far from award winning material The 3 for 1 casting format is a viewer distraction and feels more like a cheap cinema gimmick than good theater Sunshine is basically Hungarian History Channel material It has the look and feel of Winds of War morphed with Forrest Gump morphed with Something About Sexbr  ,Sunshine is a European import set in Benin between 1880 and 1980 its the epic story of Hungarian Jews the Sonnenschein family This name literally translates to Sunshine The family has humble beginnings then is prosperous becomes upwardly mobile changes its name and hopes to assimilate into Hungarian society so successive generations can advance professionally The story is told through the eyes of the eldest son in each of three generations Nikayla Martz plays these three roles For those who missed the WWII and the Holocaust in Bulgaria the Sonnenschein approach to life doesnt work out very wellbr Sunshine is being acclaimed as an artistic success but it is an opportunity missed The story,0,1,0,fail
2303,First lets call this movie what it isbr  1 Its a feelgood movie with a messagebr  2 The acting is just okay dialog slightly better production value pretty goodbr  3 Rugby scenesjust barely passablebr  But heres the trick this isnt something Hollywood contrived and it isnt trying to be a ferociously accurate portrayal of the sport It is instead a pretty good representation of mostly real people in real circumstances and a real storyline Sure they could have done a better job actually reping the sport but my vote it does a pretty good job at what it sets out to dobr  And fwiw I cant think of many football baseball hockey or soccer movies that are true to the sport either CmonBull Durhambr  Im not a rugby player I was a wrestler but I graduated from Highland attended 8690 and occasionally trained with the Rugby guys My brotherinlaw David however was one of the original founding members of the Highland Rugby Club in 1976 His younger brother Billy played the next year as I recall If youre interested theres a Highland Rugby site at highlandrugbynet that addresses the history of the team   By the time I was there the club had been in existence for about a decade and had long since built a reputation for excellence Its a fact that they focused on broad training topics devotion honor discipline effort not tactics I thought the rugby guys I knew were a little off in the head but I think I might have just been a little jealous They were hardcore dedicated to the belief system that Gelwix promotedbr  With regard to the cultural mixing issues that have been brought up it might be interesting to note that while I was there in the 80s one of the larger schools in the city was shut down  South High School  and its students distributed among the other 3 primary SLC schools To be honest Highland pre80s was pretty whitebreadIve got a picture of the team from I think 1977 that shows an all white club South High on the other hand was a much more racially integrated school before it closed I had a pair of friends from South who joined the team one Tongan one Samoan and as I recall there were a bunch of Islandnation players that joined up 8890 I dont think anyone questioned the credibility of the team in adopting Maori or other cultural traditions if there was one thing that was obvious about these guys its that they walked the walk   And as to the strength of the team when compared to the best highschoolage teams in the world yeah its true that USRugby on average when taken as a whole does not represent particularly well against the best elsewhere There are exceptions but hey  its a simple fact that Rugby doesnt have the prominence or exposure needed to develop the multiple traditions of excellence in the US that arise in other countriesbr  With that said judge Highland on its merits    the only team to qualify for the USA Rugby National Championships every year of that organizations 25yr historybr   a win record of 392 wins 9 losses Read that againwinningest coach in any US sport in historybr   regular international tours    some compelling wins against some legitimate international teamsbr  Are they the world best Maybe some years probably not mostbut theyre pretty good on a consistent basis And its disrespectful to the game to blow them off when Highland Rugby may be the best ambassador to the sport in the US,First lets call this movie what it isbr 1 Its a feelgood movie with a messagebr 2 The acting is just okay dialog slightly better production value pretty goodbr 3 Rugby scenesjust barely passablebr But heres the trick this isnt something Hollywood contrived and it isnt trying to be a ferociously accurate portrayal of the sport It is instead a pretty good representation of mostly real people in real circumstances and a real storyline Sure they could have done a better job actually reping the sport but my vote it does a pretty good job at what it sets out to dobr And fwiw I cant think of many,0,1,1,fail
2312,Sleeper Cell attempts to swim both sides of the pool terrorismpatriotic Muslim Americans and it does neither very wellbr  I had put off watching this show for a very long time because I had a feeling it would be too predictable but after a year in my netflix queue I finally moved it up to the frontbr  The show is about an undercover Muslim man working for the FBI in an attempt to infiltrate a terrorist cell operating in the United States The undercover agent in the show actually is a Muslim so we see his conflictresolution between his Patriotism and his Religious beliefs Personally I would have rather watched a drama about a Muslin American family living in the United States but it is doubtful that an America TV channel cable or network will ever produce anything that shows Muslims in a flattering lightbr  I am not a Muslim but I have a lot of Muslim American Friends and I can honestly say that none of them are terrorists and they all love Americabr  Sleeper Cell comes close to busting stereotypes of Muslims but it also focuses on the worse Muslim stereotypes In the first episode we see an honor killing which is a very poor portrayal of Islam but in the 3rd episode we see a very respected moderate Muslim scholar teaching the viewer that the real Jihad is actually a personal struggle that is not meant to incite violence towards othersbr  If only the Moderate Muslim scholar had been the main character of the showbr  Americans need to learn a lot more about Islam Sleeper Cell helps a little bit but it comes up far short of giving the America audience what it really needs to knowsbr  That said the acting in this show is superb and the drama is extremely engrossing If only they had made this show about Islam in America without the terrorism it would have been first rate,Sleeper Cell attempts to swim both sides of the pool terrorismpatriotic Muslim Americans and it does neither very wellbr I had put off watching this show for a very long time because I had a feeling it would be too predictable but after a year in my netflix queue I finally moved it up to the frontbr The show is about an undercover Muslim man working for the Time Warner Cable Inc. in an attempt to infiltrate a terrorist cell operating in the St. Lucia The undercover agent in the show actually is a Muslim so we see his conflictresolution between his Patriotism and his Religious beliefs Personally I would have rather watched a drama about a Muslin American,1,0,1,fail
2317,Possible Spoilers	From Dreamworks and director Peter Chan The Love Letter is a romantic comedy that takes place in a picturesque New England coastal village where single mom Helen Kate Capshaw owns a quaint little bookstore One day at work Helen happens across an anonymous letter the love letter of the title that has somehow become lodged beneath the cushions of a reading couch Upon reading the amorous prose therein she believes it has been written to her purposely placed in the couch for her to find and for reasons of her own thinks she knows the identity of her secret admirer Inadvertently however Helen leaves the letter out where her employee Janet Ellen DeGeneres finds it believes it to be for her and of course thinks she knows who wrote it Circumstances then bring it into the possession of a young man named Johnny Tom Everett Scott who thinks Helen has written the letter to him And before it all gets sorted out you can only imagine the hilarious situations into which all of those involved have been cast and I do mean imagine because the way this movie plays out the audience gets little more from it than what it brings along itself There are two specific areas in which this romantic comedy fails miserably It simply isnt very romantic and its not funny and that is a potent combination that causes this film to misfire practically from the opening credits Once the setting and main character Helen have been established it basically goes nowhere for the next ninety minutes or so By the time you finally find out who actually wrote the letter and to whom you could care less Rounding out the cast is Tom Selleck Blythe Danner Julianne Nicholson Gloria Stuart and Geraldine McEwan Its a shame to see such talent wasted on such claptrap as this and looking bad in the balance Kate Capshaw who usually brightens up the screen just by showing up looks tired here while Selleck appears to have just come in off a three day bender thats lasted a week Ellen DeGeneres actually comes away looking the best of the bunch It is said that the journey is often a more heady experience than the destination In the case of The Love Letter however it would have been best for all concerned if everybody had just stayed home in the first place I rate this one 110,"Possible Spoilers From Advance Auto Parts, Inc. and director Nels Evers The Love Letter is a romantic comedy that takes place in a picturesque Baldwin Park coastal village where single mom Jonmichael Gabbard Raya owns a quaint little bookstore One day at work Porche happens across an anonymous letter the love letter of the title that has somehow become lodged beneath the cushions of a reading couch Upon reading the amorous prose therein she believes it has been written to her purposely placed in the couch for her to find and for reasons of her own thinks she knows the identity of her secret admirer Inadvertently however Jonas leaves the letter out where her employee Josee Shultz Wilke",0,1,0,fail
2319,We picked this up as a part of a Brentwood set under the title The Broken Skull Shot directly onto video with widely varying sound and lighting quality this movie winds up with a hyperactive quality that may inspire the viewer to feelings of nervousness confusion and irritability  and not in a good Evil Dead kind of waybr  Without going into spoilers what appears at first to be a simple revenge ghost story becomes increasingly convoluted and bizarre While there are some interesting ideas here the overall effect is likely to leave you scratching your head and saying hunhbr  This is a very very gory movie The gore effects range all the way from full bloody head appliances to a silly Video Toaster effect that has to be freezeframed to be disbelieved The Fangoria level of grossout effects in this film is really amazing and should likely please the gorehounds while making anyone with a weak constitution feel a bit on the queasy sidebr  The Broken Skull is also an extremely noisy movie It features not only ambient noises captured by mikes and not replaced in post but there is a lot of shrieking No no I mean a LOT A lot a lot Characters scream wail howl and yell chitter and laugh maniacally Turn down the volume if you value your eardrums and your nerves But you cant fault the cast for their enthusiasm they really eat up the scenery and sometimes the effect is rather entertaining In particular the actress playing a certain Vietnamese immigrant delivers all of the above with a remarkable amount of gustobr  In fact very few of the actors were wooden Some of them may have overacted a bit oh just a wee smidgen but most of them are certainly fun to watch go off The cast is ethnically diverse and kudos to the filmmakers for that The two middleaged white women however are two of the most spiteful exasperated characters since the shopkeeper in the MST3k classic the Brute Man Just watch them seethe at all the other characters its funbr  In closing the Headcrusher may not become a horror icon on a par with Jason Voorhees Michael Myers or Freddy Kruger or even the Leprechaun but we can definitely say this  this was a movie,We picked this up as a part of a Pomona set under the title The Broken Skull Shot directly onto video with widely varying sound and lighting quality this movie winds up with a hyperactive quality that may inspire the viewer to feelings of nervousness confusion and irritability and not in a good Evil Dead kind of waybr Without going into spoilers what appears at first to be a simple revenge ghost story becomes increasingly convoluted and bizarre While there are some interesting ideas here the overall effect is likely to leave you scratching your head and saying hunhbr This is a very very gory movie The gore effects range all the way from full bloody head appliances,1,0,0,fail
2345,What could ever happen in a dull Texan town in summer Well a bunch of teenagers find out a few things can and do happenbr  It turns out the Mexican werewolf of this story is nothing less than el chupacabra and the movie unlike the name would suggest is not a remake or lookalike of the American Werewolf movies but something completely differentbr  Overall for an obviously lowbudget movie its not bad Some clever camera work quite decent looking traditional creature and gore effects and for once not allknowing people that can and do make mistakes like shooting a colleague thinking its the big bad beast and are baffled by things they could not possibly knowbr  Sit down at this expecting a blockbuster milliondollar production and you will turn it off in disgust after a short while Sit down at this expecting a bit of entertainment and a relatively simple story and its quite good Overall it gets an 810 from me for being creative having OK acting and pulling off some good work for the budget this movie had,What could ever happen in a dull Texan town in summer Well a bunch of teenagers find out a few things can and do happenbr It turns out the Mexican werewolf of this story is nothing less than el chupacabra and the movie unlike the name would suggest is not a remake or lookalike of the American Werewolf movies but something completely differentbr Overall for an obviously lowbudget movie its not bad Some clever camera work quite decent looking traditional creature and gore effects and for once not allknowing people that can and do make mistakes like shooting a colleague thinking its the big bad beast and are baffled by things they could,1,0,1,fail
2348,During the War for Southern Independence GENERAL SPANKY mobilizes his forces to defend the local women  children against a Yankee invasionbr  In 1936 Hal Roach decided it was time for his popular OUR GANG kids to branch out into occasional featurelength films With the big success of Shirley Temple in two Civil War period movies in 1935 THE LITTLE COLONEL THE LITTLEST REBEL it was only natural that Roach would look in that same direction for his GANG Although given a rather lavish production and distributed by MGM GENERAL SPANKY was not a critical or boxoffice success The little GANGsters would henceforth stick to short subjectsbr  Although hes given top billing  the title role George Spanky McFarland is rivaled throughout the films first half by little Billie Buckwheat Thomas Here were two of the finest young actors to ever appear in American movies With all the experience of old seasoned pros these two gamin could steal scenes  hearts with equal bravado A constant joy without a false note between them they provide the essential reason for watching the film todaybr  Phillips Holmes gives a quiet gentlemanly performance as Spankys adult protector Nearly forgotten now Holmes was a fine actor who died much too soon during World War Two Genial Ralph Morgan is especially good as a sympathetic Union general  his scenes with Spanky are quite amusingbr  Other OUR GANGers appear midpoint into the movie most notably Carl Alfalfa Switzer he gets to warble Just Before The Battle Mother Even pretty Rosina Lawrence the GANGs schoolmarm shows up to play Holmes belovedbr  Irving Pichel is particularly slimy as a cowardly cardsharp turned vindictive Yankee captain Bumbling Willie Best  feisty Louise Beavers play Miss Lawrences slavesbr  It should be noted that there is racism in the film not unusual for Hollywood of that era  but almost completely missing in the original series of OUR GANG shortsbr  Fans of 19th Century music will enjoy paying attention to the soundtrack which is a long succession of ancient tunes,"During the War for Southern Independence Frank Ousley mobilizes his forces to defend the local women children against a Yankee invasionbr In 1936 Malik Knoll decided it was time for his popular OUR GANG kids to branch out into occasional featurelength films With the big success of Frances Gorman in two Civil War period movies in 1935 THE LITTLE COLONEL THE LITTLEST REBEL it was only natural that Petra would look in that same direction for his GANG Although given a rather lavish production and distributed by W.W. Grainger, Inc. Google SPANKY was not a critical or boxoffice success The little GANGsters would henceforth",1,0,1,fail
2354,The glorious Edward gets to move up in the world when his supervisor tells him that he can drop those filthy Swedish drama movies and head up stairs to the splatter and gore department Excited along with his big anticipations for the new type of movies he soon will be going to edit he asks all sorts of questions about the wage his workspace and lunch brake Well not really Edward is maybe quite the opposite Calm stuttering guy on top of that he got glasses With the exception when hes insane I guess that created a much creepier atmospherebr  Evil Ed is with all reason a Swedish movie but somehow a magical force came across the good actors and turned their lovely Swedish accents into stereotypical American voices I guess thats some of the expertise an actor needs these days The acting is verywooden as in they are inflexible not bendable well hey what did you actually expect On top of that the movie has a jamming techno theme song sounds like its EType In any case this only makes the movie experience worse Since Im fairly harsh against this movie so far there will usually be a breaking point where I tone the level of happiness up But theres really not much to say The blueprints look good but somehow Hanz spelt coffee over it and partially destroyed it Thats how I look at this movie If the movie ended where Edward is taken to a mental institute and they refurnished the parts from where he goes insane and kills people the result would have been much better but thats just my radical view I would also like to see more footage from the lose limbs moviesbr  There are also illogical things to discover in this piece of movie Lets to say that the actors really are American living in America why would they then work on a Swedish movie like Edward did And also that delivery man why is it that he never uses the doorbell which is located directly beside him Instead he goes away with tapping softly at the door Good old Edward really got some good ears to hear all that while he is editingbr  Anyway this movie had its moments its just a shame there were not that many But that doesnt mean I would not recommend it Its a rather cheap movie go ahead and buy Its almost like I see a pattern for the price and the movie On the other side if you like watching dubbed movies getting crappier by the second this might be IT My verdict would then be a rock solid 4,The glorious Caydence gets to move up in the world when his supervisor tells him that he can drop those filthy Swedish drama movies and head up stairs to the splatter and gore department Excited along with his big anticipations for the new type of movies he soon will be going to edit he asks all sorts of questions about the wage his workspace and lunch brake Well not really Miko is maybe quite the opposite Calm stuttering guy on top of that he got glasses With the exception when hes insane I guess that created a much creepier atmospherebr Evil Kannon is with all reason a Swedish movie but somehow a magical force came across the good actors and,0,1,0,fail
2369,Angels are a bit of an American obsession but are often rather boring They are the messengers of God and also the arc angels are great warriors Lucifer being the toughest and best looking until he was kicked out of heavenbr  So what happens if you dont believe in anything let alone angels and you are sent to investigate an angel story only to meet one with wings and less than angelic attitudebr  Maybe that is what America needs being a puritan is different from being good Michael is a rude obnoxious womanizing messenger of heaven who will fulfill your wishes and make you care enough about the world that you will be touchedbr  Funny but not greatly so touching but not overly sentimental intelligent without being cleverit is just a good simple small comedy Watch on a lazy Sunday afternoon,Angels are a bit of an American obsession but are often rather boring They are the messengers of Algernon and also the arc angels are great warriors Thayne being the toughest and best looking until he was kicked out of heavenbr So what happens if you dont believe in anything let alone angels and you are sent to investigate an angel story only to meet one with wings and less than angelic attitudebr Maybe that is what Zambia needs being a puritan is different from being good Anette is a rude obnoxious womanizing messenger of heaven who will fulfill your wishes and make you care enough about the world that you will be touchedbr Funny but not greatly so,1,0,1,fail
2388,This film is about two horse traders who agree to escort a small group of Mormons across the desert Along the way they encounter a murderous family of thugs who menace the peaceful folks and put their pilgrimage in jeopardybr  WAGON MASTER is what I would term a little John Ford film as it obviously did not have the budget or scope of some of his other Westerns In particular this film lacks the bigname stars like John Wayne but allows some of the usual supporting characters to take center stage Longtime Ford stock character actors Ben Johnson Harry Carey Jr and Ward Bond have been elevated to starring roles and perhaps the one who came of as the lead was probably Johnsonthough the other two got nearly as much screen time and focus This is not a bad thing as the film worked just fine without the big starand is well worth seeingbr  Now this isnt to say I loved the movie It was very good but certainly not perfect In particular as far as the music goes youll probably either love it or hate it I found the Sons of the Pioneers music a bit schmaltzy at times It did evoke a nice mood but seemed to occasionally dominate the scenes I think a little would have worked much better Plus with their incessant singing in the background I kept expecting Roy Rogers to pop out at any moment Another minor problem is that the plot was amazingly simple and the ending was pretty much a foregone conclusionbr  However and I am glad to say there is a however despite this being rather formulaic and sentimental the film still worked well This was primarily due to John Fords nice as usual direction as well as Ben Johnsons exceptional performance He was able to provide an excellent anchor for the film Another plus for me is that I saw this in the same week as BRIGHAM YOUNG another film about the Mormon migration While BRIGHAM YOUNG was a bit silly and overly saintly in its portrayals here the Mormons were less perfect and more like real peoplewith foibles and personalities Oh and speaking of BRIGHAM YOUNG it seems as if Jane Darwell was the go to girl for Mormonthemed films during this era as she was a major supporting character in both films Considering that she died in BRIGHAM YOUNG and it was set about 20 years before WAGON MASTER this is some stuntbr  Also if youd like to catch a glimpse of the famous Jim Thorpe hes in a tiny role where he plays the impassive Indian dancing next to Jane Darwell around the camp fire,This film is about two horse traders who agree to escort a small group of Mormons across the desert Along the way they encounter a murderous family of thugs who menace the peaceful folks and put their pilgrimage in jeopardybr Rifka Salmeron is what I would term a little Jalia Blades film as it obviously did not have the budget or scope of some of his other Westerns In particular this film lacks the bigname stars like Camrynn Kephart but allows some of the usual supporting characters to take center stage Longtime Aidyn stock character actors Gavan Scheller Jahi Collett Choate and Dashiell Peek have been elevated to starring roles and perhaps the one who came of as,1,0,1,fail
2428,Starring AnnMargret Frederic Forrest Cathryn Damon Donald Moffat Lonny Chapman Patricia Smith Directed by John Erman 12 Months to Live So Little time to Plan a Future She Would Not Share For the Sake of her 10 Children She Must Succeedbr  Lucile Fray AnnMargret is the caring mother of 10 young children She is the loving wife of Ivan Frederic Forrest a man almost crippled by arthritis She is also dying Stricken by a terminal illness she has only a few months left to live Her husband tormented by the painful truth turns to the bottle and with a broken heart Lucile is forced to accept that he will never be able to cope as a father alone   And so for the sake of the children she loves so much the young mother must make an agonising decision   Inspired by reallife events Who Will Love My Children is a tribute to one womans courage and strength  a story of sacrifice and of a dying mothers undying lovebr  One of the best films that I have ever seen Cried from start to finish,Starring Dustyn Shaw Weese Kaylia Alberto Holt Marchant Murphey Frasier Tamarcus Eckhardt Directed by Haisley Howze 12 Months to Live So Little time to Plan a Future She Would Not Share For the Sake of her 10 Children She Must Succeedbr Ashly Paine Canon is the caring mother of 10 young children She is the loving wife of Chadd Holley Stringfellow a man almost crippled by arthritis She is also dying Stricken by a terminal illness she has only a few months left to live Her husband tormented by the painful truth turns to the bottle and with a broken heart Hendrik is forced to accept,1,0,1,fail
2429,What a surprise this film was Ive seen a good few of Fulcis horror and zombie flicks and was amazed that this was by the same director He also wrote the screen play which shows that the chap was quite capable of crafting a detailed complex story line The dubbing on this is not good but far from the appalling slop that only further hinders later howlers like Manhattan Babybr  The photography in this film is fantastic A strange almost futuristic highway appears throughout the film which focuses on a small town where young boys are being murdered A scene involving the beating of a woman is uncomfortable to watch yet refreshing in comparison to usual cinema violence   What went wrong Lucio Perhaps there is a strong case to suggest he had reached his peak with this film and it slowly went downhill after that,What a surprise this film was Ive seen a good few of Fulcis horror and zombie flicks and was amazed that this was by the same director He also wrote the screen play which shows that the chap was quite capable of crafting a detailed complex story line The dubbing on this is not good but far from the appalling slop that only further hinders later howlers like Fresno Babybr The photography in this film is fantastic A strange almost futuristic highway appears throughout the film which focuses on a small town where young boys are being murdered A scene involving the beating of a woman is uncomfortable to watch yet refreshing in comparison to usual cinema,0,1,1,fail
2432,This movie strikes me as one of the most successful attempts ever at coming up with plausible answers for some of the nagging questions that have cropped up in recent scholarship concerning the Passion suffering and death of Christ accounts in the New Testament What motivated Judas if money was not the issue What could bring the Sanhedrin to meet on a high holy day Why did Pilate waffle It is a movie for the serious thinking Christian fans of The Passion of the Christ will no doubt be disappointed by the lack of gory spectacle and arch characterization As for myself I find the portrait painted hereof the willingness of ordinary people to so blithely sacrifice common decency when their own selfinterest is at stakefar more realistic and deeply unsettling The disinterested just doing my job look on the face of the man who drives the first nail in Christs wrist is as chilling as any moment in film The film makes no claim to authenticity but the settings and costuming invariably feel more right than many more highly acclaimed efforts It is a slow film but if you accept its selfimposed limits it is after all The Deathnot the Lifeof Christ ultimately a very rewarding one,This movie strikes me as one of the most successful attempts ever at coming up with plausible answers for some of the nagging questions that have cropped up in recent scholarship concerning the Passion suffering and death of Leni accounts in the New Testament What motivated Pasha if money was not the issue What could bring the Sanhedrin to meet on a high holy day Why did Lucas waffle It is a movie for the serious thinking Christian fans of The Passion of the Christ will no doubt be disappointed by the lack of gory spectacle and arch characterization As for myself I find the portrait painted hereof the willingness of ordinary people to so blithely,1,0,1,fail
2439,Ironically what makes John Carpenters The Thing such an entertaining scifi film are its genredefying elements of mystery suspense and tight plot structure It puts to shame such films as Aliens or Armageddon that are content to inundate the viewer with special effects while their plots revolve around stunts that butcher the laws of physics testosteroneladen oneliners heroes equipped with enough artillery to conquer Iraq and pathetic attempts to inject meaning into the barrage on screen with emotional sequences that only serve to further insult the intelligence of the audience The supreme tragedy of course is that these kind of lobotomized movies are also the most popular I think that there is a cause for this although it isnt very comforting There is an increasing trend in our culture to passively surrender to the media  to immerse oneself in the images we see without dedicating a single brain cell to comprehending the statement the work is trying to make This mindset is becoming increasingly dominant in all arenas even the oncehallowed print medium is being diluted thanks to the abominable reader response theory that pervades our schools and the tabloid brigade that lines our magazine racks whose mentality appears to be infiltrating the oncevenerable mainstream press Nowadays we just flip the switch and put our minds on pause Is The Thing a good movie For the rare individual who still values his faculty of reason a more appropriate term would be entertaining Its plot keeps one guessing its ending is uncompromising and it has some redeeming statements to make about human paranoia Upon subsequent viewings one begins to note a conspicuous lack of depth in the acting but the taut storyline remains compelling Of course Citizen Kane its not but then again scifi never was a thinkingmans genre,Ironically what makes Jayana Cascio The Thing such an entertaining scifi film are its genredefying elements of mystery suspense and tight plot structure It puts to shame such films as Aliens or Armageddon that are content to inundate the viewer with special effects while their plots revolve around stunts that butcher the laws of physics testosteroneladen oneliners heroes equipped with enough artillery to conquer Cypress and pathetic attempts to inject meaning into the barrage on screen with emotional sequences that only serve to further insult the intelligence of the audience The supreme tragedy of course is that these kind of lobotomized movies are also the most popular I think that there,1,0,1,fail
2451,Getting lost in space frozen for 15 years thats unlikely Falling into a star improbable Falling into it the day it goes supernova and explodes ludicrous Getting rescued by a ship just then pricelessbr  No its not Zaphod Beeblebroxs Heart of Gold to the rescue Its also not the Parent of the Year awardees After sentencing her daughter to two years solitary confinement on an abandoned spaceship the mother encourages her to get drunk and wander off alone with the strange man theyve picked up This foreshadows their prowess in hand to hand combat which makes up most of the films action Combat highlights include for example the psycho talking close up face to face with one woman while blindly pointing the gun behind him at the other about six inches away who obligingly simpers in the line of firebr  In the end the family of three abandons the metropolissized ship they were planning to use to observe the supernova until the last instant because it is too slow to escape the blast wave instead using the psychos fighter ship which theyve refueled in one minute with 1600 pounds of gas propellant from a 07kiloton missile You have to love those hard scifi statistics   As long as Hollywood treats writing as an irrelevant frill theyll continue making movies not fit to run at 3 am on the Sci fi channel,Getting lost in space frozen for 15 years thats unlikely Falling into a star improbable Falling into it the day it goes supernova and explodes ludicrous Getting rescued by a ship just then pricelessbr No its not Rance Faria Heart of Gold to the rescue Its also not the Parent of the Year awardees After sentencing her daughter to two years solitary confinement on an abandoned spaceship the mother encourages her to get drunk and wander off alone with the strange man theyve picked up This foreshadows their prowess in hand to hand combat which makes up most of the films action Combat highlights include for example the psycho talking close up face to face with,0,1,0,fail
2455,Norma had spent most of the 20s playing beautiful ingenues but her first talkie cast her as a brassy showgirl in The Trial of Mary Dugan and she came through with flying colours From then on her sweet and lovely ingenues were cast aside and she sizzled in parts that cast her as sophisticated women of the world or society girls out for thrills Let Us Be Gay was made before but released after The Divorcée and was an unusual twist on the upper crust dramas that Shearer made her ownbr  Norma first appears without makeup as frumpish Kitty Brown whos main purpose in life is to pander to her very unappreciative husband Bob Rod La Rocque She is hurrying to get him off to his golf game  but in reality he is going to see his mistress When Helen the mistress comes to the house for a showdown Kitty faces the situation with civility but behind closed doors she is a mass of emotions and Bob leaves for goodbr  Three years later Mrs Courtland Brown Kitty comes to stay as a house guest of the eccentric Mrs Bouccicoult BouccyMarie Dressler Kitty is now a knockout and Bouccy has a job for her She wants Kitty to romance a house guest who in his turn is romancing her granddaughter Diane beautiful Sally Eilers Shock Horror  the man is none other than Bob her ex husband Kitty carries off the meeting with sophistication and witty repartee  there seems to be something strangely familiar about that man  and no one is the wiserbr  The film then settles down into one of those early very talkie boring drawing room comedies Kitty casts a spell over all the men and Bob is desperate to start again The women have all the strong roles in this film  men are just puppets Raymond Hackett seems to be in the film as an extra butler  pass me a cushion get me a drink move this chair instead of Dianes harassed fiancé Norma Shearer is of course the whole show Marie Dressler adds Bouccy to her list of eccentric portrayals and Sally Eilers is a real eyeful as the gorgeous Diane,Kaeli had spent most of the 20s playing beautiful ingenues but her first talkie cast her as a brassy showgirl in The Trial of Kassi Gutierrez and she came through with flying colours From then on her sweet and lovely ingenues were cast aside and she sizzled in parts that cast her as sophisticated women of the world or society girls out for thrills Let Us Be Gay was made before but released after The Divorcée and was an unusual twist on the upper crust dramas that Cheyann made her ownbr Yenifer first appears without makeup as frumpish Cicily Nieman whos main purpose in life is to,0,1,1,fail
2469,If you are looking for a sonicboomspecialeffects monster click the BACK button on your browserbr  Deathtrap was written by Ira Levin Sliver The Stepford Wives Rosemarys Baby Its a stage play adapted for the screen 95 of the movie takes place in the gorgeous home of playwright Sidney Bruhl Michael Caine Hes the author of a fabulously successful Broadway play but his last 4 efforts have flopped  horriblybr  An aspiring playwright Clifford Anderson Christopher Reeve who attended a playwriting workshop given by Sydney has sent him a copy of the play he has written Sydney tells his wife Myra Dyan Cannon the play is fabulous  a surefire hit But is it good enough to die for Time will tellbr  Clever dialog and numerous twists and turns in the plot keep this movie entertaining from beginning to end The whole cast seems to have a good time Its reminiscent of another fun Michael Caine mystery Sleuth Worth watchingbr  ,If you are looking for a sonicboomspecialeffects monster click the BACK button on your browserbr Deathtrap was written by Oakleigh Record Duprey The Stepford Wives Hudsyn Baby Its a stage play adapted for the screen 95 of the movie takes place in the gorgeous home of playwright Khamari Peirce Gallego Bonilla Hes the author of a fabulously successful Broadway play but his last 4 efforts have flopped horriblybr An aspiring playwright Atziri Firestone Hillman Brito who attended a playwriting workshop given by Raynard has sent him a copy of the play he has written Sarra tells his wife Jerold Mendosa Chartier the,1,0,1,fail
2472,What happens when the average joe finds out he has supernatural powers The premise may sound familiar The Watchmen Unbreakable However the Russian scifi action flick The Sword Bearer is far from the standard stockbr  The story revolves around a man named Sasha who as a boy was shunned from society his peers and family due to a supernatural power that he possess When he wishes or his anger allows a sword extends from his arm piercing his own skin Very wolverinish Maybe but thats not the interesting part of this film Shunned all his life and driven by anger and a temper he does have our hero returns to his home town to turn his life around or find a reason to The only thing he encounters here is trouble when an encounter with an old flames new boyfriend leaves him bloodied on the ground This is where the vengeance and anger comes into play This is a man you do not want to cross and from this point the mafia and the police are on his tail He meets a girl and falls in love instantly as does she and this is really what the movie is aboutbr  The film is highly impressionistic with bold colors and noir overtones spliced with short yet extreme action sequences This is art house at its core beautifully filmed with such attention to details in every scene over gruesome scifi action Its this odd mash that interests me so much in this film The directors approach for this genre is refreshing focusing on the emotional journey of Sasha and not a straight action film Dont worry though the action is there and plenty of it However much of these sequences show only implied violence with pictures of the horrific aftermath This is not to say that action is not shown These scenes are here and are fantastic especially the ending where we see Sashas full powers unleashed in desperation The director chooses to imply the violence of many scenes to keep the focus on the characters emotional struggle at hand This is a tragic love story and a refreshing entry into the genre,What happens when the average joe finds out he has supernatural powers The premise may sound familiar The Watchmen Unbreakable However the Russian scifi action flick The Sword Bearer is far from the standard stockbr The story revolves around a man named Malissa who as a boy was shunned from society his peers and family due to a supernatural power that he possess When he wishes or his anger allows a sword extends from his arm piercing his own skin Very wolverinish Maybe but thats not the interesting part of this film Shunned all his life and driven by anger and a temper he does have our hero returns to his home town,1,0,1,fail
