review,sentiment
Its here finally a movie comes out that I can honestly say is worse than Larry the cable guy health inspector Yet Im willing to bet the the wayans brothershilarious will make more money than I ever make in my whole life on what is sure to be one of the top five worst films of all time outside of my fifth grade outside the class reenactment of romeo and Juliet I mean really WHY would anyone ever ever see this movie unless they were paid to The comedy is weak and all even remotely funny jokes from the flimsy plot were surely revealed in commercials Final word is this movie was a terrible letdown for me And the commercials looked so promising,negative
The Thing has to be one of the all time great movies Of course it was ground breaking special effects at the time of its release that impressed me so much back in 1982 it just blew my mind Id never seen anything like that However although the effects themselves made the movie more horrific it was the story itself the music score  the claustrophobic atmosphere of the Anarctic as well as the interaction and tension between the members of the doomed research station that makes it a classic br br Movies dont get any better than this In the opening scene with the the chopper chasing this husky you just assume that it was some bored scientists from some station letting of some steam Yet when you see them continue their chase at the US base you then think that the Norwegians are suffering from some form of advanced or extreme strain of cabin fever Yet this is offset by the menacing opening music score that sets the tempo You just know that something is not right At this point its a mystery until the thing reveals itself br br However the mystery returns because it becomes a sort of Agatha Christie who dunnit  ie ten little Indians movie scifi style as the members dont know which one of their team is really an alien Suspicion continues to go back and forward between them all as one by one they eventually get knocked off or revealed as the alien The mistrust between the station crew is absorbing as the movie progresses until the final showdownbr br After 20 years of advances in computer graphics and film making production the special effects in the Thing dont carry the same weight as it did in 1982 but other than that it holds up very well all round with some great performances by the cast,positive
OK heres what I say br br The movie was excellent I am a huge Nancy fan and I have read all 156 original books and I went on to read more I am now on 96 Beware of villains giving this movie a lower grade than it should have All clues point to a wonderful movie I loved the whole thing So what Nancy is in current time She is still old fashioned like she is in the books People who havent read more than 5 books are complaining about the view of Nancy I have read all of them and I think Emma is perfect and that Nancy was perfect I found parts of the movie spooky I loved the exciting car chases and get aways I loved the clues I solved the mystery myself It was really wonderful I suggest you go see it since people who have been complaining know nothing of A what a good movie is and B about Nancy Drew Go see it It may not be Oscar worthy but its really a good movie,positive
This is a fact that this is the 1st Saudi feature film to be shown in cinema theaters but not in Saudi Arabia for a simple reason we dont have cinema theaters in our large kingdom  not only one cinema theater The government forbidden opening cinema theaters after the Islamic extremists OR the religious police or both asked for closing it in the late 1970s  the early 1980s  accusing the 7th art with encouraging wrong sex relationships and stuff like that  I dont see a powerful reason why we dont open cinema theaters  we have many videos stores throughout the kingdom we watch movies in the TV from some satellite channels we can install the Showtime set channels and after all movies in general seems harmless in many ways  I know many people how go to neighboring countries only to watch a couple of films  I personally went to Bahrain several times only to watch films in theaters because watching it there is big fun unlike watching a movie home Saudis pay the most expensive cinema ticket in the world we travel to watch movies while the rest of the world have cinema theaters around every town This is one of the problems that we are having br br The movie is produced and presented by Rotana Filmed Entertainment which is a major company belongs to the Saudi tycoonprince Alwaleed Bin Talal the 8th richest man in the worldbr br The movies title is a word means literally how are you but it is also a slang means whats up sometimes used as a slang to say bad about something and sometimes is used as a slang to tell someone politely to mind his business  not to interfere in someone elses affairs Anyway I think they meant how are you  whats up in the same time I could be wrong thoughbr br Male actors are from Saudi Arabia like Hisham Abdulrahman who is very famous and has some popularity after winning 1st prize in Arabian realty show more like American Idol he works in some TV programs like the Arabian version of Cash Taxi  the other famous actor is Khaled Sami who is funny and has a very good sense of humor  other actors like Mishal AlMutairi Turki AlYusuf and Ali Al Sabea are less famous and they work on some TV series shows Female actresses are nonSaudis and they did a very good job speaking the Saudi accent  Jordanian actress Mais Hamdan in leading role  Emeriti actress Fatima AlHawsani  not that we dont have Saudi actresses but are few and not that goodbr br A Saudi critic  Rja AlMutairi who writes for Alriyadh Newspaper the most popular newspaper in the kingdom wrote about it saying lets not expect much of the 1st Saudi feature film It was born in unusual circumstances therefore we cant judge it under the usual standards like any other film It is a fact that the movie hit a huge financial success in its 1st opening days only in Kingdom of Bahrain The movie is fresh and is about a Saudi family deals interacts with controversial fresh issues inside the Saudi society like women driving cars the lowshallow thoughts about the arts the guardianship of the society by a certain group  the differences between being conservative and being an extremist The ideas are good but you feel you are lost in the middle of the movie One of the movies advantages is the beautiful music score by Rajeh Dawood which was good but sometimes it doesnt match or express whats in the picture Turki AlYusuf did a great job  his performance was the best alongside with Mais Hamdan  the biggest loser is the leading actor Hisham Abdulrahman who came behind the supporting actors Mishal AlMutairi Ali Al Sabea and Khaled Sami who did a good job within the limits of their roles br br after all  Keif alhal even with all of its disadvantages still an OK movie and it is a very good 1st step of Rotana  and the movie became the speech of people and streets which is a golden goal to make a strong debates inside the Saudi society about movies in general until they become aware of the importance of the 7th art and other artsbr br PS there is another Saudi filmmaker Abdullah Almohaisen claims that he directed the 1st Saudi movie titled Shadows of Silencebr br I havent seen the movie yet  I hope Ive been helpful,negative
Master of Italian horror Dario Argento is called a lot of bad things by nonfans And is deserving of absolutely none of the backlash In fact every time I hear something bad about Argento I think theyre really talking about Michele Soavi He just doesnt get the same amount of attention because his films were never as successful in theaters In fact his best film  1994s Cemetery Man  was probably his least successful Or just didnt get the attention he felt it deserved because after that he left film and went into directing television Hes never gone back So people really dont know how inferior his other films are because by the time theyve seen them theyre already fans of the Italian horror aesthetic Which means you have to accept the fact that they make almost zero sense and are usually very unattractive films This is where The Church stands out from the pack Because visually its so cheap and ancientlooking you can smell the dust But it has its charms too though they are few The camerawork is truly arresting and the music score is hugely elaborate and grandbr br Since Argento is the reasons people have seen Soavis work all I dont know anyone who caught The Church before Argentos Suspiria and Deep Red Soavi is a bit of a hack Sort of like an Italian Mick Garris the utmost example of a director preferring style over substance The flaws of The Church are constant and plenty The film opens with a somewhat interesting prologue showing knights on white horses charging through a peasant village akin to those you see in any Robin Hood adaptation in some longago century These scenes are intense enough energetic and get quickly to the point Then we cut to the present where the films style takes over Yeah the movie is okay to look at And for about 35 or so minutes in the present 1980s whereverItaly the movie is just interesting enough to get us to the slowly revealing horror elements So now we know the purpose of the film is the build up of its horror And its a decent build up for the most part But as the movie approaches the halfway point we realize the movies driving by and nothing is happeningbr br The plot is very simple I think Two people working in a church one as a cataloger of books and the other as a restorer of the buildings wall artwork discover a scroll  scripture that the man thinks will lead them to some kind of buried treasure or priceless artifact that he can sell and get rich off of So he follows his map only to uncover a force underneath the church that has him hallucinate while hes slowly becoming a demon who will make everyone else hallucinate So while he is doing his demonwork someone he passed the force onto kills himself in a manner that traps everyone in the church while the demon contagen spreads onto everyone leaving a Black preacher and the little girl who sneaks out of the church every night to go clubbing as the only 2 people who can stop the plague from spreading beyond the church walls That probably sounds actionpacked and Soavis style is far more lethargic than Argento But never before have I seen an attempted surrealist film this agonizingly boring I kid you not Absolutely nothing happens in the entire film Ive seen expressionistic or impressionistic Im no film school supergrad films before but most of them actually show things happening John Carpenters Halloween for onebr br It follows pretty closely in the footsteps of Lamberto Bavas Demons films since Argento coproduced Were shown to a location where a bunch of people gather one turns into a demon all the others are isolated that person infects everyone except a couple survivors then the demons either get out infecting the world or the survivors get out when the demons die This film puts all those same elements in place Except unlike Argentos work nothing happens Okay a few things do happen But only one bizarre sequence has the panache of Lambertos much more fun Demons films A random womans neck is impaled by a demon using a section of fence he rips out of the floor Whats bizarre about that you wonder It happens in front of about two dozen people What do they do Nothing She dies her head trickles blood in closeup But all those people dont even notice though it happens in plain view and no less than 8 feet away from them Maybe 4 people notice the demon running up to stab anyone he can as he runs toward her so they duck out of the way Shes killed and in the shot after she dies everyone is just sitting around being quiet while a boy plays a saxophone I kid you not Thats what happens Thats more than logically incoherent its plain stupidbr br The scene is suggesting that the woman just sort of disappears and no one saw her death They all just up and forget about it And this 15second thing is absolutely the only event that takes place in the movie Im not saying its the only violence gore or murder we see Its not Its just the only thing we can tell is happening For example in one scene a beautiful woman sees herself in a mirror looking old and ugly She starts clawing the skin on her face off but when she reappears minutes later no scratches People are devoured by fish and their faces are squashed by subway cars But later they turn up as totally unharmed members of a possessed cult in a scene that commits the ultimate horror heresy copying a famous scene from Roman Polanskis 1968 masterpiece Rosemarys Baby the greatest horror film ever made shot for shot Even if Argento did that I would be furious,negative
Fame is one of the best movies Ive seen about The Performing Arts The music and the acting are excellent The screenplay and Set Design are also excellent My favorite part is when all the students start Dancing and making music in the Canteen I can see this movie any number of times and never get bored I give it 8 12 on 10,positive
I was babysitting a family of three small children for a night and their mother gave me this to show for them having just grabbed it at WalMart earlier in the week All three children actually got physically ill while watching it Im pretty sure it was the pizza they ate or something they all had picked up from school but really it could have been this film Absolutely disgusting How any one can produce this caliber of trash is beyond me Fortunately I turned off the film when I noticed the children were not responding and acting strangely For any parents out there I strongly advise you to refrain from letting young children view this movie,negative
Algiers is not a classic it is a perversion of the wonderful original Pepe le Moko directed by Duvivier and starring a much more attractive and charming Pepe Jean Gabin If you want to fully experience the Casbah and the characters in Algiers I recommend you dont even watch this movie and see Pepe le Moko instead for it is much more elaborate more beautifully filmed the lines are not clichéd and the characters adhere much more to reality Furthermore the ending is so dramatic and key to Pepes character that youll find the Algiers version intolerable Although Algiers does an almost excellent job mimicking each scene the acting falls short as does the credibility of the characters Plus the wardrobe is truly breathtaking in all scenes particularly Pepes in the last scene and Gabys at all times but also when shes on the boat Frankly Algiers is cheap as far as imitations go,negative
This is a terrible film and not one scene has an ounce of truthful emotion The characters are uninflected obviously drawn predictable and the story line is obvious and typical Hollywood wish fulfillmentbr br William Holden so sad to see him in this role was 55 when this film was made but hes playing someone in his early 40s and looks like hes in his 60s Kay Lenz was 20 and was scripted to find him irresistibly attractive I think the dog they found by the side of the road was sexier and had more life than their erotic connectionbr br Holdens characterthe same age as Clint Eastwood when he directed this film not coincidentallyis placed with obvious trappings of 60s prehippie cool the bachelor pad the swinging hifi the lunches at Yamashiro But the film is ridiculously uncool a clanging claptrap of old fogies desperately wishing that the free spirits they saw on Sunset and in Laurel Canyon would find them and their big honkin cars sexybr br Ugh Youth culture was never that desperate And I shudder to think that Bill Holden was so desperate for youth that he took this embarrassing part,negative
Seriously where is Al Pacinos Oscar nomination for this one Is it that we take him for granted at this point in his career Pacino here is extraordinary He gives a complex heartbreaking performance as Shylock the Jewish money lender the movie as a whole was quite great with beautiful shots of Venice to look at and a pitch perfect score to listen to the other actors all do a fine job as well but the real reason to see this is Pacino I have seen all the nominated Oscar performances of 2004 and I must say that Pacino was snubbed blame it on the antisemitism associated with the play the lack of campaigning by the studio the late release date with no major push or most likely all of the above in my mind the best performances of the year belong to Jamie Foxx in Ray Don Cheadle in Hotel Rwanda and Al Pacino in The Merchant of Venice,positive
I thoroughly enjoyed this true to form take on the Dick Tracy persona This is a well done product that used modern technology to craft a imagery filled comic era story If you are a fan of or recently watched some of the old Dick Tracy bw movies then youre sure to get a kick out of this rendition The pastel colors and larger than life characters rendered in a painstakingly authentic take on an era gone by is entertainment as its meant to be I personally find Madonnas musical element to be a major part of this filmthe CD featuring her music from this movie is one Ive listened to often over the years its just so well done and performed musically and tuned to that era In my mind Madonnas finest moment both onscreen but especially musically This is sure to bring out the kid in you,positive
I dont hand out ten star ratings easily A movie really has to impress me and The Bourne Ultimatum has gone far beyond that Furthermore this trilogy has come together so nicely that I believe it to be one of the greatest motion picture trilogies of our time Though all three films could not be any more different from the Ludlum novels they still stand as a powerful landmark in cinematic achievement The Bourne Ultimatum made me want to cry that the series was complete yet I could not even attempt to stop smiling for hoursbr br From the moment that the opening title appeared I knew we were in for a ride Paul Greengrass has done it again Everything we love from the previous Bourne films is here once again the action the dialogue and of course the shaky camera However for me that last one was never a problem I think it adds to the suspensebr br I will be back to see this film several times before it is released on DVD simply because it is genius It is a perfectly satisfying conclusion and should stand the test of time as a fantastic movie and altogether an unforgettable trilogy,positive
This movie lacked everything story acting surprise ingenuity and a soul Fifteen minutes in I was staring at the screen saying How could all of these guys get together and consider themselves friends even without the girl Another fifteen minutes in I was praying for as much Amanda Peet as possible When a bad movie quietly rears its ugly head eye candy is a nice consolation But there wasnt much of that Cheated on all fronts,negative
Well I can safely say Im human Wong And I didnt throw up I laughed And laughed If this movie made you puke there is something wrong with you But this movie is incredible I bought it four days ago and have watched it 5 times already The animal cruelty gets my heart but not long enough to be guilty The movie is shocking disgusting and vulgar The acting is horrific What else do you want from a movie I am a diehard cult film maniac Pink Flamingos is awesome It makes Rocky Horror as someone has said look like the teletubbies,positive
I saw this movie on Thursdays night after having a really boring day I had no expectations those I had were rather negative Being that the only movie Ive ever watched Jimmy in is the American version of Taxi with Queen Latifahdont ask why But seriouslythis movie is so cute Drew Barrymore is always sweet but I almost fell in love with Fallons character Why cant I meet a cute nerd like that  Movies like that are excellent Simple sweet and necessary Sunday on a Thursdays Im not even a sports fan but its something about American movies with baseball that fascinates me Probably the fact that we dont have that sport here in Norwaybr br My first comment ever Haha,positive
I saw this movie when it aired on the WB and fell in love with Riley Smith immediately I would recommend the movie to people of all ages who just feel like being entertained and not much more I wish theyd air it again or cast Riley Smith in another movie,positive
Being a fan of time travel stories I was surprised that there was no device that sent Russell Johnsons character through time He just appeared in 1865 It was a disappointing part of the episode I enjoyed the premise of the dangers of altering the future by changing the past Other Twilight Zone episodes about time travel such as No Time Like The Past Once Upon A Time etc were more to my liking because of the uses of time travel devices Perhaps if Russell Johnsons character had been the same character he played in Execution it would have been more acceptable to fans like myself As scifi fans know no characters really ever have to die in time travel episodes All sorts of plot twists can be applied in these types of stories That was the only flaw I could comment on for this episode,positive
The team of Merian Cooper and Ernest Schoedsack produced a documentary of 50000 Bakhtiari people and their animals on the Summer migration to winter grazing The basic worth of this film today is as a time capsule of a forgotten people and how they lived during what we in the West knew as the roaring twenties A more drastic contrast could not be imagined Raging river and barefoot mountain crossings are brutally realistic and the animals that disappear under the water do in fact die To make sure that the audience of the time believed that the story took place a signed certificate of authenticity is offered up at the end The version that I saw had fascinating Iranian music that can stand alone and be appreciated without the film Having said all this the film is probably of more value to the anthropologist than the casual viewer in search of a good evenings entertainment The crew had just barely sufficient stock to take the shots that they recorded and there is no fancy camera work resulting from multiple retakes The Western intertitles detract from the experience but are in fact a part of the record since they demonstrate how Hollywood tried to put their spin on the lives of an indigenous peoples lives so that they would be appreciated by the audience of the day Offduty entertainment by desert police becomes a policemans ball The producers went on to make the docudrama Chang 1927 and the totally commercial King Kong 1933 The migration theme is used again in People of the Wind 1976 and in Himalaya 1999 Recommended for those who know in advance what they are getting into  and then highly recommended for them,positive
After seeing this movie I came to the realization that Drew Barrymore is a great actress This movie wouldnt have been watchable without Drew The fact that somebody as attractive as Drew could actually gross me out and she did when she was Josie Grossie Her attempts to transition as the cool girls called it were hilarious especially her trying to dance at the night clubbr br We also had SNL favorite Molly Shannon playing a great part as Anita Josies best friend One of the funniest scenes in the movie was Anita trying to teach the class sex ed This was one of Mollys funniest performances and bestbr br Leelee Sobieski also had a great part and I really felt for her because I know people like her that got tortured like thatbr br This movie is a must see for Drew Barrymore fans because Drew makes the movie,positive
Overall the Dads Army movie is very funny although the humour isnt quite as catchy and sparkly as in the TV and radio series So where does this leave us the viewers If youve never seen Dads Army then the movie is a good way of bringing yourself up to speed and getting hooked on the mad world of Walmington oS The downside is that you might not get it because as I said the humour in the movie is a bit on the stolid sidebr br For Dads Army buffs the movie holds nothing new as the story is more or less a cutup of the TV series but its a unique chance of seeing your favourites in high def as compared to the shitty quality of the BBC video recordingsbr br The movie also features what must be the lamest holdup sequence in the history of the universe I cant make up my mind if thats a positive or a negative though,positive
This movie is the worst movie i have ever seen it is humorous how bad it is the entire time i was watching it i half expected music to start and the doctor starts dancingive seen pornos with a better plot When the raptor was trying to get in the door i think someone was throwing a plastic doll against the door from about 2 feet away But as i said it is so bad you need to watch it so that you can see just how bad it is me explaining it isnt going to do anything compared to if you watch it  i dont recommend renting it but if it comes on TV watch it for about 30min just to see what i mean I couldnt watch more than 30min but if you can sit through the whole thing then you have some good willpower,negative
Steven Seagals films of late have not exactly been good but this is by far the worst since The Patriot The plot makes no sense what so ever it is never clear in what the relationships between the characters are who works for who or who is double crossing who The film is completely disjointed each scene seems to confuse the story further rather than carry it forward Even the action sequences are uninspired and hard to follow Most of the blame must lie at the directors feet for not even understanding the basics of film making but Seagal does not get off lightly as one of the producers of this film he must also share the blame Oh and I havent even mentioned how awful the acting is even by Seagal standards Even as straight to video fodder this is not worth a view even for Seagal fans Give it a wide berth,negative
This movie was bad to say the least The plethora of superb cars are disgraced to have have been showcased in this LAME movie It starts off with a race from LA to Las Vegas to be completed in 1HR 45minin a Ferrari F430 I did that in 1HR 50min in a tiny 4cylinder 140HP 1993 Honda Accord Seriouslythis movie does not do justice to these cars Obviously these writers are just that and probably drive under the speed limit with their hands  10  2 oclock I remember seeing on the news how Eddie Griffin crashed a 15 million dollar Ferrari Enzo going 3040MPH youtubecomwatchvcNVrMZX2kms br br Andthe director ANDY CHENG is THE biggest SELLOUT He brings shame to his own race I wonder just how many people he orally pleased just to break into Hollywood He partook in a movie that portrays Asian Americans in such a negative and FALSE way Asian womencheap money grubbing whores Asian menlosing compulsive gamblers  thugs that get beat all the time  What the heck is all the fear about asians Why the need to always portray them in such a negative connotation I am SO sick of the way Hollywood ALWAYS portrays asians in SUCH a negative and false pretext,negative
This second film is just as interesting as the previous one except that there is no suspense We know what he is going to do and what is going to happen before it is even hinted at on the screen Then the pleasure comes only from the way the various tricks happen and the succession of them We know there will be dynamite in the car that he will lose a wheel that the car will have a crash just to speak of the car And that is what happens Now the details and the particulars are for you to discover them in the film That he may be baited by some dumb woman is obvious and has to come but we know that he has already seen through her and that he knows he is being dragged into a trap Now how is he going to get out of it Thats what you must discover by yourself And dont worry he will get the main trafficker but how is another story A speed boat is no match to our busy beaver on the river We also know when he is going to be wounded They did not know what bulletproof jackets were in those days Its true recently it was discovered that some GIs did not have that kind of equipment in Iraq But what is the meaning of such a film This insistence on hunting the traffickers and this blindness that does not see that it is the prohibition that creates the problem But the film is a constant and perfect illustration that there is no value what so ever that can stand in the way of this moralistic crusade against the forces of evil Why not simply legalize these goods so that they can be properly observed and under surveillance When something is not illegal or pushed out of the way it is all the less fun to use them to do them It is the forbidden or the restricted that is attractivebr br Dr Jacques COULARDEAU University Paris Dauphine University Paris 1 Pantheon Sorbonne  University Versailles Saint Quentin en Yvelines,positive
Spending an hour seeing this brilliant Dan Finnerty and his Dan Band perform their special on Bravo is the most enjoyable hour Ive ever spent watching TV This young man Dan is such an incredible talent as a singer performer and even dancer He can go from the cheesiest of ballad pop songs all of which have only been sung by women to hiphop rock also songs written for women This guy can do anything Ive seen him live at least 11 times so I was not expecting just how well that his show would adapt to a television or film format but all reservations went away instantly when the show started because of Dans overwhelming star qualityDo yourself a favor and watch this or better yet buy it,positive
This movie is another fine example of what Jerry Bruckheimer since about 1997 seems to be best athyping up a movie a year before its release and not coming through with a quality movie Im no film critic but this movie was as predictable as they come Every attempt at a joke every attempt at a touching moment and the pitiful attempt at a love story was exactly what I was predicting in my mind Do yourself a favor and save your money on this one,negative
This movie catches a lot of flak but this is usually based on the horrible looking and covered  clothed version of the film that played US television and has also been issued to death on VHS and DVD buy companies like Alpha Unicorn etc This movie never had a theatrical release in the states although it was picked up by Avco Embassy in 1973 In Spain at the time when there was nudity involved the filmmakers shot two versions one with clothes and one with out The fully uncut English dubbed export print was titled WEREWOLF NEVER SLEEPS and seems to have been released to home video only in Sweden back in the 80s It can be found on Ebay and the likes and comes highly recommended My guess is Avco cut the film down for a R rated release that never happened In 1974 it was released by Avco to television titled FURY OF THE WOLFMAN and the clothed version was used for this TV print Cut to 12 years later and FURY OF THE WOLFMAN pops up on home video on the Charter label This version appears to be what Avco was going to release back in 73 Its the uncovered version with some nudity that would never pass on TV or in a PG movie There are several scenes on the Charter tape that play out with nudity that are clothed in the TV print  the source for all those dollar Duds and VHS editions  But a comparison to the fully uncut WOLFMAN NEVER SLEEPS reveals that 2 scenes are cut on this version  spoilers in next paragraph  The scene where Ilona has Waldermar chained to the wall and whips him after he transforms into the werewolf is incomplete After whipping him into submission she starts to remove her clothes and begins making love to the werewolf The werewolf responds positively to these sexual shenanigans too This scene certainly ranks as one of the most unusual in the history of horror films and is a delirious treat Its not graphic but the implied bestiality was too much for US audiences or more likely the MPAA Ilona is desperately in love with Waldemar and could not possess him hence her whole scheme to mind control Waldermars wife and involve her in an affair She wanted to wreck his marriage and she accomplishes this while Waldemar is in Tibet Unfortunately he returns a werewolf but this does not slow her down a bit If she cant physically have him as a man she loves him enough to have sex with him as a werewolf This also helps explain the later scene where the werewolf beds down with a woman he spots getting naked before bedtime while peeping through her window This scene is presented sans nudity in the covered version and really makes no sense In the uncut version it would seem Ilonas affections have made the werewolf horny and in need of release so he rapes the first woman he can after escaping The other cut is a complete scene of Waldemar in bed with Karen and she is seen naked A very similar bedroom scene was cut out of the US version of WEREWOLF SHADOW  WEREWOLF VS THE VAMPIRE WOMAN  as well The film does have its problems though for certain The director was drunk the bad stand in for the werewolf at points the atrocious English dubbing the inclusion of sequences from the first Waldemar film MARK OF THE WOLFMAN aka FRANKENSTEINS BLOODY TERROR and the grotesque overuse of that films music score throughout etc but seen in its original widescreen format and uncut  ie WEREWOLF NEVER SLEEPS  it is one of the wildest and most outrageous of the Daninsky werewolf series with a plot line unmatched in its everything but the kitchen sink approach The cut  clothed pan and scan full screen copies of this film do it no favors and unfortunately thats the version almost everyone commenting on the film have seen The film carries a 1970 copyright and Id bet the 1972 release date on the IMDb is incorrect The film precedes WEREWOLF SHADOW  aka WEREWOLF VS THE VAMPIRE WOMAN  in the series and was certainly released before WEREWOLF SHADOW The ending of WEREWOLF NEVER SLEEPS  FURY OF THE WOLFMAN dovetails directly into the opening of WEREWOLF SHADOW offering concrete evidence of this Sadly a complete version of this may never get a decent release A perfect release would be the uncut English version but in Spanish with English subtitles The English dubbing severely hurts the movie But any Spanish language version would reflect the covered version as shown in Spain during the Franco era where nudity was verboten,positive
Though this may not necessarily be a socalled classic film by todays standards its still worth seeing The main reason why is because after experiencing this film you get the feeling that youve also experienced the countercultural idealism of the 60s no matter however good or badbr br I happened to see this film in an English literature class at SUNY Geneseo and though at first it appears to be just a meaningless composition of 60s icons the film is far from being simply thrown togetherbr br My point is that if you leave the film feeling unsatisfied and confused the film has done its job its conveyed a desolate view of the future that leaves you feeling unsure and angry It was perhaps this same feeling that the film sought to explore in the youth it exemplifiedbr br As such Zabriskie Point may not tell a very good or interesting story and at the same time its characters may be onesided and predictable However it also conveys so well this sort of clichéd rebellious desire to get out of the existence which both Mark and Daria must share Even the antiestablishment students are as inauthentic as the govt they rebel against,positive
This movie was really bad First they didnt even follow the facts for it Half of the movie was made up and it was more about the deputy whose mother was one of Ed Geins victims The acting was horrible except for the guy playing Ed Gein but its not hard to mess up playing a weird guy though i think it was horrible i gave it a three because they started it off with actual crime photos that was the best part of the movie As soon as the introduction of the movie was finished the movie went downhill The writer of this movie tried to spice it up but it didnt need to be The story of Ed Gein is interesting enough without falsifying information,negative
First of allbr br What the hell Why in the world are they trying to sell a low budget piece of crap on late night TV with the promise of disturbing offensive sick garbage that any normal real human being with a soul couldnt watch br br What the crap is funny about a dog being injured a grandma getting her head knocked offa guy getting his hand blown to pieces and two girls going to the bathroom what in the hell has this world come to that people find comedy in some thing so completely sick Anyone who thinks this kind of material is funny should not even be allowed to walk the earth br br But from what I hear its not even offensivesothey promise comedy through demented piles of sick garbageand they cant even pull that off,negative
An OK flick set in Mexico about a hitman Scott Glenn who hitches a ride with struggling American writer and his Mexican girlfriend after a hit He pays them to take him to the border  but things get out of handbr br It starts well enough but quickly struggles and diesbr br SPOILERbr br The eventual relationship twist is badly set up and difficult to believe An absence of passion and essentially no reasoning behind her leaving one man for the other made it ridiculous  and the ending was predictable and dullbr br END SPOILERbr br Harvey Keitel is the US agent on the hitmans trail but he seems a little confused as to how boring and slow the script is,negative
Well first off the twins are exactly the same there is no one is girly and one is tomboy Ashley is taller than MaryKate though and their boyfriends arent even French so that is bad because they are faking the accents Lamo It is also not that bad not their best I am A big MaryKate and Ashley fan dont get me wrong the storyline is OK and it is funny to watch it is not the type of movie that you would watch over and over again But hey when they made this movie they were still new at the whole making their own movie thing The girls also act like they are older then 13 but if you are a young viewer this is a good movie Not so good if you are older than 13 unless you are a parent watching a movie with your kids then its OK Good luck MKA with your future movies,negative
A must see film with great dialogues great music great acting and a superb atmospherebr br In the film you will follow 8 people for one day in the city of antwerp they are all individuals and sometimes plain weird thats how I love thembr br Im not going to say anything else just go see and enjoy it,positive
I have seen this movie about 4 times and every time I am impressed with the Second Camera Assistants work Seems trivial but there is something very professional knowledgeable and talented there The movie as a whole suffers from other problems as stated by other comments The significance so the issues being approached are as relevant today as it was 40 years ago The acting is a bit strained but the work of the Second Camera Assistant is stellar This person needs to get back into the business  perhaps directing What is this person waiting for I will be watching and waiting and cheering from the sidelines Bob,positive
The only previous Gordon film I had watched was the kiddie adventure THE MAGIC SWORD 1962 though I followed this soon after with EMPIRE OF THE ANTS 1977 he seems to be best remembered however for his scifi work of the 1950sbr br Anyway I happened upon this one in a DVD rental shop hadnt I noticed Orson Welles unmistakable figure on the sleeve I probably wouldnt even have bothered with it  since I know the film under its original title NECROMANCY Id seen a still from it on an old horror tome of my fathers the actors presence in a film about diabolism seemed like a great idea which couldnt possibly miss but the end result  particularly in this bastardized edition  is a disaster I honestly felt sorry for Welles who looks bored and rather than in his deep and commanding voice he mutters the inane demonic invocations almost in whispers br br The plot is basically yet another retread of ROSEMARYS BABY 1968 a couple is invited to a remote community under false pretenses and soon discover themselves to be surrounded by diabolists The girl played by Pamela Franklin ostensibly has supernatural powers passed on from her mother who appears intermittently throughout to warn her  though as delivered in an intense manner through clenched teeth the latters speeches end up being largely incoherent and the fount of immense hilarity every time she appears and is expected to revive Welles deceased young son from the dead For what its worth Franklin  a genre regular right down from her debut performance in THE INNOCENTS 1961  isnt bad in her role which requires some nudity and experiences several semieerie hallucinations during the course of the film hubby Michael Ontkean however isnt up to the challenge of his John Cassaveteslike character Some of the other girls look good as well  notably Lee Purcell whose belated decision to help Franklin in escaping from town eventually proves her undoingbr br Events come to a head in an incredibly muddled climax which sees the Satanists ultimately turning on Franklin and have her take the revived boys place in the coffin thats gratitude for you While the added scenes do stick out the hilarious opening ceremony and other wouldbe erotic embellishments the overall quality of the film would have still been poor without them then again this particular version is further sunk by the tackedon electronic score  which is wholly inappropriate and cheesy in the extreme,negative
I have to say that the events of 911 didnt hit me until I saw this documentary It took me a year to come to grips with the devastation I was the one who was changing the station on the radio and channel on TV if there was any talk about the towers I was sick of hearing about it When this was aired on TV a year and a day later I was bawling my eyes out It was the first time I had cried since the attack I highly recommend this documentary I am watching it now on TV 5 years later and I am still crying over the tragedies The fact that this contains one of the only video shots of the first plane hitting the tower is amazing It was an accident and look where it got them These two brothers make me want to have been there to help,positive
I first saw Breaking Glass when it was released in England in 1980I loved it then and having just caught it in August 2005 on a Canadian station it still is great The only thing I regret is I cant find the sound track or the DVD in the storesanyone care to shed some light or must I order it from some over priced internet company But getting back to the film the music stands up to the test of time HazelKate had something to say about 80s Britainactually it was the same decade I moved to Canada for some of the same reasons one being Thatcher and what she was doing to the country at the time Please if you get the chance watch this movie you wont be sorry,positive
As an indie filmmaker I try to at least make a decent film  This piece of ____ was beyond low budget It was shot on video and not 24P miniDV at least The look and feel of this was just baaaad I met the director a few years ago at ShowBiz Expo in LA and he was talking about that book Filmmaking for dummies that he was putting together I thought this little video was going to be something but I guess I was wrong He could have brought the value up a little by shooting 16mm film instead of that awful video The plot was stupid as well as the acting and all the fake green screen and sound and the whole nine yards I had a choice tonight to rent any movie and made the wrong choice Damn I did buy JoyRide which was a hell of a movie Maybe the director should read real motion picture books on filmmaking and not try to cut corners when trying to make a low budget flick Maybe he should learn from the masters who made Night of the living dead and The Evil Dead and Chain saw massacre just to name a few of the all time low budget great hits This is one video that should have stayed dead I cannot call it a film because he did not use film,negative
